"","algorithm","replicate","instance","group","result"
"1826",1,17,32,2,-1
"1827",2,1,62,3,-1
"1828",1,19,14,1,-1
"1829",2,24,139,5,-1
"1830",2,20,129,5,-1
"1831",2,29,94,4,-1
"1832",2,20,17,1,-1
"1833",2,1,141,5,-1
"1834",1,19,67,3,-1
"1835",2,28,52,2,-1
"1836",2,5,78,3,-1
"1837",2,7,143,5,-1
"1838",2,14,15,1,-1
"1839",2,10,12,1,-1
"1840",2,7,134,5,-1
"1841",1,3,115,4,-1
"1842",2,1,140,5,-1
"1843",1,6,83,3,-1
"1844",2,3,102,4,-1
"1845",1,17,139,5,-1
"1846",1,16,102,4,-1
"1847",2,28,72,3,-1
"1848",2,24,45,2,-1
"1849",1,28,149,5,-1
"1850",1,12,64,3,-1
"1851",1,10,28,1,-1
"1852",1,11,133,5,-1
"1853",1,21,128,5,-1
"1854",2,20,74,3,-1
"1855",1,2,67,3,-1
"1856",1,13,36,2,-1
"1857",1,7,42,2,-1
"1858",1,24,92,4,-1
"1859",2,15,57,2,-1
"1860",2,19,39,2,-1
"1861",2,7,149,5,-1
"1862",1,29,72,3,-1
"1863",1,14,50,2,-1
"1864",2,26,88,3,-1
"1865",1,9,73,3,-1
"1866",2,6,58,2,-1
"1867",1,25,48,2,-1
"1868",2,28,18,1,-1
"1869",2,1,27,1,-1
"1870",1,11,140,5,-1
"1871",1,7,14,1,-1
"1872",2,30,20,1,-1
"1873",2,7,73,3,-1
"1874",2,7,64,3,-1
"1875",1,6,2,1,-1
"1876",2,8,135,5,-1
"1877",1,17,95,4,-1
"1878",2,6,144,5,-1
"1879",2,5,18,1,-1
"1880",2,18,140,5,-1
"1881",2,24,11,1,-1
"1882",1,23,30,2,-1
"1883",2,21,10,1,-1
"1884",1,26,35,2,-1
"1885",1,10,57,2,-1
"1886",2,6,32,2,-1
"1887",2,12,27,1,-1
"1888",2,6,27,1,-1
"1889",2,8,23,1,-1
"1890",2,6,85,3,-1
"1891",1,7,12,1,-1
"1892",2,27,113,4,-1
"1893",1,9,127,5,-1
"1894",1,6,15,1,-1
"1895",1,19,59,2,-1
"1896",2,8,38,2,-1
"1897",1,15,145,5,-1
"1898",1,2,115,4,-1
"1899",1,11,127,5,-1
"1900",1,27,87,3,-1
"1901",2,23,94,4,-1
"1902",1,22,71,3,-1
"1903",2,28,36,2,-1
"1904",2,28,2,1,-1
"1905",2,25,88,3,-1
"1906",2,8,105,4,-1
"1907",1,17,124,5,-1
"1908",2,10,22,1,-1
"1909",1,29,127,5,-1
"1910",1,9,47,2,-1
"1911",1,11,49,2,-1
"1912",2,20,103,4,-1
"1913",1,19,57,2,-1
"1914",2,15,4,1,-1
"1915",1,18,135,5,-1
"1916",1,15,66,3,-1
"1917",2,9,88,3,-1
"1918",1,12,49,2,-1
"1919",2,2,21,1,-1
"1920",2,10,135,5,-1
"1921",1,24,93,4,-1
"1922",1,22,144,5,-1
"1923",2,3,143,5,-1
"1924",2,29,138,5,-1
"1925",2,15,39,2,-1
"1926",1,17,79,3,-1
"1927",1,27,147,5,-1
"1928",1,1,92,4,-1
"1929",2,10,117,4,-1
"1930",2,3,44,2,-1
"1931",1,16,148,5,-1
"1932",2,24,35,2,-1
"1933",1,12,126,5,-1
"1934",2,17,23,1,-1
"1935",1,30,138,5,-1
"1936",2,29,16,1,-1
"1937",1,19,46,2,-1
"1938",1,18,43,2,-1
"1939",1,10,75,3,-1
"1940",2,6,15,1,-1
"1941",2,3,141,5,-1
"1942",1,14,36,2,-1
"1943",1,10,55,2,-1
"1944",2,15,104,4,-1
"1945",1,15,122,5,-1
"1946",2,19,47,2,-1
"1947",1,24,80,3,-1
"1948",2,17,131,5,-1
"1949",2,25,87,3,-1
"1950",1,23,11,1,-1
"1951",2,26,76,3,-1
"1952",2,26,62,3,-1
"1953",2,8,37,2,-1
"1954",1,18,32,2,-1
"1955",1,26,88,3,-1
"1956",2,20,34,2,-1
"1957",1,10,126,5,-1
"1958",1,23,27,1,-1
"1959",1,23,16,1,-1
"1960",2,23,86,3,-1
"1961",1,16,61,3,-1
"1962",1,21,112,4,-1
"1963",1,5,18,1,-1
"1964",2,17,83,3,-1
"1965",1,3,69,3,-1
"1966",1,5,134,5,-1
"1967",1,11,51,2,-1
"1968",2,2,115,4,-1
"1969",2,25,116,4,-1
"1970",2,13,116,4,-1
"1971",2,13,32,2,-1
"1972",2,23,18,1,-1
"1973",2,30,135,5,-1
"1974",2,12,69,3,-1
"1975",1,11,41,2,-1
"1976",2,6,46,2,-1
"1977",1,14,149,5,-1
"1978",2,16,144,5,-1
"1979",1,10,53,2,-1
"1980",1,15,17,1,-1
"1981",2,7,77,3,-1
"1982",2,17,106,4,-1
"1983",1,24,21,1,-1
"1984",2,10,108,4,-1
"1985",2,23,129,5,-1
"1986",2,14,149,5,-1
"1987",2,3,26,1,-1
"1988",2,30,65,3,-1
"1989",2,11,26,1,-1
"1990",1,21,12,1,-1
"1991",1,19,137,5,-1
"1992",1,24,140,5,-1
"1993",2,14,81,3,-1
"1994",1,5,150,6,-1
"1995",2,16,94,4,-1
"1996",1,2,138,5,-1
"1997",2,16,97,4,-1
"1998",1,1,54,2,-1
"1999",2,18,49,2,-1
"2000",1,29,132,5,-1
"2001",2,11,97,4,-1
"2002",1,5,22,1,-1
"2003",2,4,25,1,-1
"2004",1,2,31,2,-1
"2005",2,13,121,5,-1
"2006",1,14,135,5,-1
"2007",2,13,131,5,-1
"2008",1,19,131,5,-1
"2009",2,2,88,3,-1
"2010",2,19,32,2,-1
"2011",2,5,24,1,-1
"2012",2,6,25,1,-1
"2013",2,5,3,1,-1
"2014",1,19,54,2,-1
"2015",2,17,8,1,-1
"2016",2,14,42,2,-1
"2017",1,12,104,4,-1
"2018",1,6,6,1,-1
"2019",1,21,124,5,-1
"2020",1,22,107,4,-1
"2021",2,30,48,2,-1
"2022",2,7,104,4,-1
"2023",1,14,127,5,-1
"2024",2,12,92,4,-1
"2025",1,25,127,5,-1
"2026",2,6,128,5,-1
"2027",2,25,15,1,-1
"2028",2,26,98,4,-1
"2029",2,20,18,1,-1
"2030",1,26,51,2,-1
"2031",1,16,95,4,-1
"2032",2,27,35,2,-1
"2033",1,14,13,1,-1
"2034",2,10,111,4,-1
"2035",1,5,104,4,-1
"2036",2,19,114,4,-1
"2037",1,26,82,3,-1
"2038",1,30,45,2,-1
"2039",1,11,117,4,-1
"2040",1,29,83,3,-1
"2041",1,9,90,4,-1
"2042",2,14,68,3,-1
"2043",2,21,14,1,-1
"2044",2,14,143,5,-1
"2045",1,21,65,3,-1
"2046",2,26,120,5,-1
"2047",1,21,127,5,-1
"2048",1,11,113,4,-1
"2049",1,16,107,4,-1
"2050",1,3,146,5,-1
"2051",2,30,63,3,-1
"2052",1,20,92,4,-1
"2053",2,21,119,4,-1
"2054",1,9,67,3,-1
"2055",2,13,96,4,-1
"2056",1,15,115,4,-1
"2057",2,9,43,2,-1
"2058",2,14,9,1,-1
"2059",1,2,87,3,-1
"2060",1,18,110,4,-1
"2061",2,26,41,2,-1
"2062",2,8,33,2,-1
"2063",2,12,56,2,-1
"2064",1,6,133,5,-1
"2065",1,1,65,3,-1
"2066",2,21,66,3,-1
"2067",2,29,136,5,-1
"2068",2,20,109,4,-1
"2069",2,28,106,4,-1
"2070",1,21,67,3,-1
"2071",1,5,72,3,-1
"2072",1,22,12,1,-1
"2073",2,25,119,4,-1
"2074",2,30,75,3,-1
"2075",1,1,50,2,-1
"2076",2,2,78,3,-1
"2077",1,10,11,1,-1
"2078",2,6,92,4,-1
"2079",1,19,40,2,-1
"2080",1,8,59,2,-1
"2081",1,4,53,2,-1
"2082",2,30,107,4,-1
"2083",2,7,50,2,-1
"2084",2,19,59,2,-1
"2085",2,7,70,3,-1
"2086",2,22,82,3,-1
"2087",2,25,92,4,-1
"2088",1,27,14,1,-1
"2089",1,4,111,4,-1
"2090",1,3,27,1,-1
"2091",2,19,141,5,-1
"2092",1,9,2,1,-1
"2093",1,29,146,5,-1
"2094",2,9,19,1,-1
"2095",2,19,136,5,-1
"2096",2,18,69,3,-1
"2097",2,8,31,2,-1
"2098",1,5,7,1,-1
"2099",1,5,147,5,-1
"2100",1,17,114,4,-1
"2101",1,30,72,3,-1
"2102",2,6,11,1,-1
"2103",2,13,141,5,-1
"2104",2,26,101,4,-1
"2105",1,15,41,2,-1
"2106",1,11,22,1,-1
"2107",2,8,45,2,-1
"2108",1,6,80,3,-1
"2109",1,21,136,5,-1
"2110",2,15,85,3,-1
"2111",1,20,8,1,-1
"2112",2,25,56,2,-1
"2113",1,5,12,1,-1
"2114",2,22,49,2,-1
"2115",1,8,43,2,-1
"2116",2,25,91,4,-1
"2117",2,21,117,4,-1
"2118",2,19,42,2,-1
"2119",1,27,18,1,-1
"2120",2,13,112,4,-1
"2121",1,1,45,2,-1
"2122",2,27,9,1,-1
"2123",2,5,131,5,-1
"2124",1,10,5,1,-1
"2125",1,22,97,4,-1
"2126",1,9,137,5,-1
"2127",2,23,124,5,-1
"2128",2,29,54,2,-1
"2129",1,28,11,1,-1
"2130",2,29,90,4,-1
"2131",1,25,119,4,-1
"2132",2,4,61,3,-1
"2133",2,9,16,1,-1
"2134",1,26,110,4,-1
"2135",2,5,12,1,-1
"2136",2,26,112,4,-1
"2137",2,15,145,5,-1
"2138",2,18,14,1,-1
"2139",2,17,127,5,-1
"2140",2,14,51,2,-1
"2141",2,9,10,1,-1
"2142",1,10,83,3,-1
"2143",2,19,109,4,-1
"2144",2,20,86,3,-1
"2145",2,9,143,5,-1
"2146",2,27,2,1,-1
"2147",1,23,52,2,-1
"2148",2,13,12,1,-1
"2149",1,20,16,1,-1
"2150",1,21,78,3,-1
"2151",1,2,25,1,-1
"2152",1,29,42,2,-1
"2153",1,21,123,5,-1
"2154",1,24,39,2,-1
"2155",2,10,40,2,-1
"2156",2,26,89,3,-1
"2157",1,15,55,2,-1
"2158",1,13,76,3,-1
"2159",1,9,94,4,-1
"2160",2,13,62,3,-1
"2161",2,30,146,5,-1
"2162",1,20,87,3,-1
"2163",2,10,44,2,-1
"2164",1,22,80,3,-1
"2165",2,6,45,2,-1
"2166",1,9,78,3,-1
"2167",1,14,137,5,-1
"2168",2,24,66,3,-1
"2169",2,10,75,3,-1
"2170",2,27,116,4,-1
"2171",1,20,85,3,-1
"2172",1,25,13,1,-1
"2173",2,17,46,2,-1
"2174",2,3,132,5,-1
"2175",2,15,25,1,-1
"2176",1,13,6,1,-1
"2177",2,19,27,1,-1
"2178",1,10,110,4,-1
"2179",2,29,12,1,-1
"2180",2,16,145,5,-1
"2181",1,7,13,1,-1
"2182",2,11,54,2,-1
"2183",1,14,124,5,-1
"2184",1,25,51,2,-1
"2185",1,23,10,1,-1
"2186",2,29,33,2,-1
"2187",2,1,95,4,-1
"2188",1,12,143,5,-1
"2189",1,9,33,2,-1
"2190",1,16,84,3,-1
"2191",1,13,98,4,-1
"2192",1,15,82,3,-1
"2193",1,7,95,4,-1
"2194",1,27,15,1,-1
"2195",1,28,18,1,-1
"2196",1,13,144,5,-1
"2197",1,12,141,5,-1
"2198",1,19,84,3,-1
"2199",2,14,50,2,-1
"2200",2,11,5,1,-1
"2201",2,30,98,4,-1
"2202",1,19,81,3,-1
"2203",2,12,115,4,-1
"2204",2,21,35,2,-1
"2205",1,7,100,4,-1
"2206",1,26,126,5,-1
"2207",1,9,134,5,-1
"2208",2,4,28,1,-1
"2209",1,11,104,4,-1
"2210",2,15,56,2,-1
"2211",2,27,97,4,-1
"2212",1,26,92,4,-1
"2213",1,25,95,4,-1
"2214",1,29,93,4,-1
"2215",1,1,70,3,-1
"2216",1,26,128,5,-1
"2217",1,23,78,3,-1
"2218",2,2,70,3,-1
"2219",1,23,120,5,-1
"2220",1,4,135,5,-1
"2221",1,8,119,4,-1
"2222",2,12,98,4,-1
"2223",2,24,57,2,-1
"2224",2,28,60,3,-1
"2225",2,6,84,3,-1
"2226",1,3,54,2,-1
"2227",1,28,99,4,-1
"2228",2,12,91,4,-1
"2229",1,14,148,5,-1
"2230",1,1,148,5,-1
"2231",1,10,112,4,-1
"2232",1,4,20,1,-1
"2233",2,18,11,1,-1
"2234",1,17,39,2,-1
"2235",1,28,117,4,-1
"2236",1,30,18,1,-1
"2237",1,30,62,3,-1
"2238",2,13,99,4,-1
"2239",2,16,142,5,-1
"2240",1,23,2,1,-1
"2241",2,22,73,3,-1
"2242",1,29,130,5,-1
"2243",2,3,3,1,-1
"2244",2,12,83,3,-1
"2245",2,24,144,5,-1
"2246",2,9,94,4,-1
"2247",2,28,125,5,-1
"2248",1,13,116,4,-1
"2249",1,26,81,3,-1
"2250",2,30,126,5,-1
"2251",1,12,121,5,-1
"2252",2,29,108,4,-1
"2253",1,14,61,3,-1
"2254",2,18,98,4,-1
"2255",1,20,56,2,-1
"2256",1,25,11,1,-1
"2257",2,23,17,1,-1
"2258",2,2,105,4,-1
"2259",1,16,21,1,-1
"2260",2,8,86,3,-1
"2261",1,19,22,1,-1
"2262",2,1,3,1,-1
"2263",2,4,74,3,-1
"2264",2,17,50,2,-1
"2265",2,6,132,5,-1
"2266",1,7,92,4,-1
"2267",1,8,53,2,-1
"2268",1,16,111,4,-1
"2269",2,13,15,1,-1
"2270",1,21,16,1,-1
"2271",2,10,8,1,-1
"2272",1,27,9,1,-1
"2273",1,28,5,1,-1
"2274",2,1,92,4,-1
"2275",2,18,13,1,-1
"2276",2,7,127,5,-1
"2277",2,17,85,3,-1
"2278",1,22,33,2,-1
"2279",2,28,120,5,-1
"2280",2,20,112,4,-1
"2281",1,11,66,3,-1
"2282",2,15,35,2,-1
"2283",2,30,124,5,-1
"2284",2,12,81,3,-1
"2285",1,26,100,4,-1
"2286",1,15,98,4,-1
"2287",1,8,130,5,-1
"2288",2,7,20,1,-1
"2289",1,24,65,3,-1
"2290",2,1,142,5,-1
"2291",2,11,91,4,-1
"2292",2,20,120,5,-1
"2293",2,20,13,1,-1
"2294",1,1,104,4,-1
"2295",2,19,81,3,-1
"2296",2,29,85,3,-1
"2297",1,28,73,3,-1
"2298",2,25,44,2,-1
"2299",2,9,139,5,-1
"2300",1,8,45,2,-1
"2301",2,18,10,1,-1
"2302",2,29,93,4,-1
"2303",2,30,145,5,-1
"2304",2,23,26,1,-1
"2305",2,7,118,4,-1
"2306",2,6,98,4,-1
"2307",2,8,121,5,-1
"2308",2,27,56,2,-1
"2309",2,21,149,5,-1
"2310",1,18,136,5,-1
"2311",1,8,58,2,-1
"2312",1,30,139,5,-1
"2313",1,25,88,3,-1
"2314",1,30,142,5,-1
"2315",1,27,68,3,-1
"2316",2,14,139,5,-1
"2317",2,25,17,1,-1
"2318",2,9,11,1,-1
"2319",1,5,90,4,-1
"2320",2,3,91,4,-1
"2321",2,9,82,3,-1
"2322",2,24,116,4,-1
"2323",1,9,41,2,-1
"2324",1,12,34,2,-1
"2325",1,7,32,2,-1
"2326",2,20,106,4,-1
"2327",1,25,96,4,-1
"2328",2,24,9,1,-1
"2329",1,26,131,5,-1
"2330",2,23,29,1,-1
"2331",2,21,134,5,-1
"2332",1,10,121,5,-1
"2333",1,7,146,5,-1
"2334",1,5,87,3,-1
"2335",2,10,24,1,-1
"2336",2,27,111,4,-1
"2337",1,4,117,4,-1
"2338",2,2,12,1,-1
"2339",2,1,76,3,-1
"2340",2,3,42,2,-1
"2341",2,6,36,2,-1
"2342",2,17,100,4,-1
"2343",1,28,130,5,-1
"2344",1,6,18,1,-1
"2345",2,23,146,5,-1
"2346",2,2,81,3,-1
"2347",1,22,69,3,-1
"2348",1,2,60,3,-1
"2349",2,4,100,4,-1
"2350",1,21,125,5,-1
"2351",1,12,128,5,-1
"2352",2,26,20,1,-1
"2353",1,5,21,1,-1
"2354",1,11,119,4,-1
"2355",1,28,8,1,-1
"2356",2,27,23,1,-1
"2357",1,30,80,3,-1
"2358",2,9,68,3,-1
"2359",1,20,52,2,-1
"2360",1,17,134,5,-1
"2361",1,2,118,4,-1
"2362",2,27,69,3,-1
"2363",2,18,115,4,-1
"2364",1,28,83,3,-1
"2365",1,25,36,2,-1
"2366",2,21,63,3,-1
"2367",1,24,130,5,-1
"2368",2,25,59,2,-1
"2369",1,9,50,2,-1
"2370",2,7,25,1,-1
"2371",1,22,138,5,-1
"2372",1,20,82,3,-1
"2373",2,11,21,1,-1
"2374",2,13,60,3,-1
"2375",1,30,43,2,-1
"2376",2,24,82,3,-1
"2377",2,6,93,4,-1
"2378",2,10,85,3,-1
"2379",1,17,115,4,-1
"2380",2,2,134,5,-1
"2381",2,1,87,3,-1
"2382",1,14,23,1,-1
"2383",1,18,97,4,-1
"2384",1,16,58,2,-1
"2385",1,8,118,4,-1
"2386",2,6,91,4,-1
"2387",1,14,136,5,-1
"2388",2,28,32,2,-1
"2389",2,19,120,5,-1
"2390",2,10,63,3,-1
"2391",2,27,127,5,-1
"2392",2,11,88,3,-1
"2393",1,27,12,1,-1
"2394",2,14,34,2,-1
"2395",1,12,83,3,-1
"2396",2,15,49,2,-1
"2397",2,15,45,2,-1
"2398",2,12,121,5,-1
"2399",2,28,71,3,-1
"2400",2,1,80,3,-1
"2401",1,1,72,3,-1
"2402",1,26,130,5,-1
"2403",1,27,32,2,-1
"2404",1,18,26,1,-1
"2405",2,26,63,3,-1
"2406",2,11,7,1,-1
"2407",1,19,64,3,-1
"2408",1,3,40,2,-1
"2409",1,5,106,4,-1
"2410",2,8,26,1,-1
"2411",1,1,98,4,-1
"2412",2,24,120,5,-1
"2413",1,29,52,2,-1
"2414",1,12,54,2,-1
"2415",1,20,54,2,-1
"2416",2,26,79,3,-1
"2417",1,25,31,2,-1
"2418",1,9,30,2,-1
"2419",2,13,3,1,-1
"2420",2,19,60,3,-1
"2421",2,7,32,2,-1
"2422",2,2,111,4,-1
"2423",2,17,53,2,-1
"2424",2,13,98,4,-1
"2425",2,25,62,3,-1
"2426",2,8,36,2,-1
"2427",1,1,117,4,-1
"2428",1,7,43,2,-1
"2429",2,1,148,5,-1
"2430",1,19,89,3,-1
"2431",1,11,16,1,-1
"2432",1,5,11,1,-1
"2433",2,5,34,2,-1
"2434",2,22,28,1,-1
"2435",2,24,77,3,-1
"2436",2,18,27,1,-1
"2437",2,8,134,5,-1
"2438",2,24,20,1,-1
"2439",1,28,32,2,-1
"2440",1,29,54,2,-1
"2441",2,19,124,5,-1
"2442",1,28,120,5,-1
"2443",1,12,9,1,-1
"2444",2,28,14,1,-1
"2445",2,23,10,1,-1
"2446",2,12,150,6,-1
"2447",1,30,54,2,-1
"2448",2,21,30,2,-1
"2449",2,22,15,1,-1
"2450",2,2,36,2,-1
"2451",2,26,59,2,-1
"2452",1,7,123,5,-1
"2453",2,15,114,4,-1
"2454",2,18,137,5,-1
"2455",1,28,146,5,-1
"2456",2,21,60,3,-1
"2457",1,10,29,1,-1
"2458",1,12,73,3,-1
"2459",2,8,131,5,-1
"2460",2,8,87,3,-1
"2461",1,6,150,6,-1
"2462",1,24,110,4,-1
"2463",1,15,117,4,-1
"2464",2,12,15,1,-1
"2465",2,9,138,5,-1
"2466",1,3,75,3,-1
"2467",2,1,105,4,-1
"2468",1,19,92,4,-1
"2469",2,24,61,3,-1
"2470",2,10,103,4,-1
"2471",1,5,89,3,-1
"2472",2,12,145,5,-1
"2473",2,6,24,1,-1
"2474",1,18,86,3,-1
"2475",2,26,93,4,-1
"2476",2,17,76,3,-1
"2477",2,8,127,5,-1
"2478",1,13,139,5,-1
"2479",2,10,49,2,-1
"2480",2,24,100,4,-1
"2481",1,16,78,3,-1
"2482",1,30,88,3,-1
"2483",2,20,85,3,-1
"2484",1,26,19,1,-1
"2485",2,8,2,1,-1
"2486",1,20,78,3,-1
"2487",2,25,38,2,-1
"2488",2,6,9,1,-1
"2489",1,30,91,4,-1
"2490",1,23,132,5,-1
"2491",2,25,114,4,-1
"2492",2,20,113,4,-1
"2493",2,24,55,2,-1
"2494",2,25,142,5,-1
"2495",2,26,27,1,-1
"2496",2,7,62,3,-1
"2497",1,7,77,3,-1
"2498",2,30,16,1,-1
"2499",2,22,43,2,-1
"2500",2,12,93,4,-1
"2501",1,11,32,2,-1
"2502",1,9,130,5,-1
"2503",1,22,15,1,-1
"2504",1,1,58,2,-1
"2505",2,12,26,1,-1
"2506",1,1,139,5,-1
"2507",1,1,5,1,-1
"2508",1,14,139,5,-1
"2509",2,13,72,3,-1
"2510",2,1,58,2,-1
"2511",1,30,99,4,-1
"2512",2,21,85,3,-1
"2513",1,24,99,4,-1
"2514",1,4,55,2,-1
"2515",2,30,140,5,-1
"2516",2,6,82,3,-1
"2517",1,14,75,3,-1
"2518",1,3,58,2,-1
"2519",1,13,55,2,-1
"2520",2,21,76,3,-1
"2521",2,11,50,2,-1
"2522",2,16,43,2,-1
"2523",1,10,80,3,-1
"2524",1,3,96,4,-1
"2525",2,23,100,4,-1
"2526",2,2,33,2,-1
"2527",2,27,125,5,-1
"2528",2,9,12,1,-1
"2529",1,23,116,4,-1
"2530",1,22,34,2,-1
"2531",2,4,112,4,-1
"2532",2,20,4,1,-1
"2533",1,5,35,2,-1
"2534",1,1,96,4,-1
"2535",1,4,125,5,-1
"2536",1,18,46,2,-1
"2537",1,7,114,4,-1
"2538",2,30,39,2,-1
"2539",2,1,6,1,-1
"2540",1,8,137,5,-1
"2541",2,25,97,4,-1
"2542",1,20,114,4,-1
"2543",1,17,76,3,-1
"2544",1,5,23,1,-1
"2545",2,11,140,5,-1
"2546",1,28,14,1,-1
"2547",1,16,106,4,-1
"2548",1,24,45,2,-1
"2549",2,21,98,4,-1
"2550",2,15,17,1,-1
"2551",2,12,38,2,-1
"2552",1,1,110,4,-1
"2553",1,10,130,5,-1
"2554",1,27,28,1,-1
"2555",1,30,31,2,-1
"2556",2,30,22,1,-1
"2557",1,9,61,3,-1
"2558",1,2,39,2,-1
"2559",2,9,121,5,-1
"2560",1,24,66,3,-1
"2561",2,2,65,3,-1
"2562",2,11,139,5,-1
"2563",1,7,48,2,-1
"2564",2,10,90,4,-1
"2565",1,19,27,1,-1
"2566",1,17,33,2,-1
"2567",1,27,94,4,-1
"2568",2,13,106,4,-1
"2569",2,20,56,2,-1
"2570",1,3,100,4,-1
"2571",2,1,97,4,-1
"2572",1,30,105,4,-1
"2573",2,5,13,1,-1
"2574",2,21,22,1,-1
"2575",1,3,52,2,-1
"2576",2,24,33,2,-1
"2577",1,17,142,5,-1
"2578",1,1,40,2,-1
"2579",1,13,131,5,-1
"2580",2,15,14,1,-1
"2581",2,8,114,4,-1
"2582",2,8,55,2,-1
"2583",2,23,122,5,-1
"2584",1,5,45,2,-1
"2585",1,16,74,3,-1
"2586",1,17,16,1,-1
"2587",1,30,121,5,-1
"2588",1,22,35,2,-1
"2589",1,27,25,1,-1
"2590",1,21,111,4,-1
"2591",1,26,60,3,-1
"2592",2,29,71,3,-1
"2593",2,3,105,4,-1
"2594",1,13,50,2,-1
"2595",1,27,97,4,-1
"2596",1,4,92,4,-1
"2597",2,28,139,5,-1
"2598",1,20,105,4,-1
"2599",2,13,88,3,-1
"2600",1,13,4,1,-1
"2601",1,3,150,6,-1
"2602",1,8,78,3,-1
"2603",1,14,95,4,-1
"2604",1,7,125,5,-1
"2605",1,30,111,4,-1
"2606",2,19,41,2,-1
"2607",2,17,18,1,-1
"2608",1,21,54,2,-1
"2609",2,15,118,4,-1
"2610",1,18,99,4,-1
"2611",2,7,6,1,-1
"2612",1,23,122,5,-1
"2613",2,17,68,3,-1
"2614",2,30,29,1,-1
"2615",1,8,61,3,-1
"2616",1,16,24,1,-1
"2617",1,20,46,2,-1
"2618",1,29,9,1,-1
"2619",1,6,61,3,-1
"2620",2,30,88,3,-1
"2621",1,29,43,2,-1
"2622",2,13,137,5,-1
"2623",1,2,145,5,-1
"2624",1,23,109,4,-1
"2625",1,30,66,3,-1
"2626",1,21,42,2,-1
"2627",1,4,28,1,-1
"2628",2,27,41,2,-1
"2629",2,4,24,1,-1
"2630",1,27,127,5,-1
"2631",2,29,87,3,-1
"2632",2,20,135,5,-1
"2633",2,28,25,1,-1
"2634",1,25,12,1,-1
"2635",1,8,46,2,-1
"2636",2,23,119,4,-1
"2637",2,17,42,2,-1
"2638",1,6,117,4,-1
"2639",1,11,80,3,-1
"2640",2,14,108,4,-1
"2641",1,1,128,5,-1
"2642",2,20,46,2,-1
"2643",1,25,91,4,-1
"2644",1,29,102,4,-1
"2645",2,10,64,3,-1
"2646",1,26,101,4,-1
"2647",2,8,96,4,-1
"2648",1,4,17,1,-1
"2649",1,19,47,2,-1
"2650",2,10,21,1,-1
"2651",2,17,140,5,-1
"2652",2,8,18,1,-1
"2653",1,24,12,1,-1
"2654",1,7,127,5,-1
"2655",1,26,55,2,-1
"2656",2,24,149,5,-1
"2657",2,15,135,5,-1
"2658",1,30,8,1,-1
"2659",1,4,120,5,-1
"2660",2,1,83,3,-1
"2661",2,1,125,5,-1
"2662",2,1,82,3,-1
"2663",2,29,46,2,-1
"2664",1,24,94,4,-1
"2665",1,30,78,3,-1
"2666",2,19,104,4,-1
"2667",1,10,12,1,-1
"2668",2,14,8,1,-1
"2669",1,30,140,5,-1
"2670",1,12,105,4,-1
"2671",2,17,147,5,-1
"2672",2,17,24,1,-1
"2673",1,28,60,3,-1
"2674",2,24,5,1,-1
"2675",2,15,108,4,-1
"2676",2,17,72,3,-1
"2677",2,20,59,2,-1
"2678",2,4,22,1,-1
"2679",1,14,16,1,-1
"2680",2,26,73,3,-1
"2681",1,25,76,3,-1
"2682",2,15,100,4,-1
"2683",1,24,98,4,-1
"2684",2,2,82,3,-1
"2685",1,17,83,3,-1
"2686",2,11,123,5,-1
"2687",2,28,37,2,-1
"2688",1,5,98,4,-1
"2689",2,11,61,3,-1
"2690",1,25,145,5,-1
"2691",1,21,62,3,-1
"2692",1,16,11,1,-1
"2693",2,29,28,1,-1
"2694",2,7,91,4,-1
"2695",1,20,53,2,-1
"2696",1,10,42,2,-1
"2697",2,12,108,4,-1
"2698",2,28,85,3,-1
"2699",2,9,69,3,-1
"2700",2,22,130,5,-1
"2701",2,16,12,1,-1
"2702",2,12,139,5,-1
"2703",2,22,95,4,-1
"2704",1,24,144,5,-1
"2705",1,13,92,4,-1
"2706",1,3,44,2,-1
"2707",2,17,47,2,-1
"2708",1,23,96,4,-1
"2709",2,30,35,2,-1
"2710",2,26,24,1,-1
"2711",1,13,63,3,-1
"2712",1,18,131,5,-1
"2713",2,10,78,3,-1
"2714",1,15,18,1,-1
"2715",1,3,33,2,-1
"2716",2,16,92,4,-1
"2717",2,11,113,4,-1
"2718",2,18,150,6,-1
"2719",1,1,142,5,-1
"2720",2,6,16,1,-1
"2721",2,23,142,5,-1
"2722",1,4,25,1,-1
"2723",1,13,89,3,-1
"2724",1,20,34,2,-1
"2725",1,1,27,1,-1
"2726",1,30,51,2,-1
"2727",2,10,119,4,-1
"2728",2,25,60,3,-1
"2729",2,16,55,2,-1
"2730",2,11,85,3,-1
"2731",2,8,59,2,-1
"2732",2,24,68,3,-1
"2733",1,27,101,4,-1
"2734",2,25,54,2,-1
"2735",2,23,77,3,-1
"2736",1,1,29,1,-1
"2737",2,24,39,2,-1
"2738",2,29,86,3,-1
"2739",1,21,48,2,-1
"2740",1,22,75,3,-1
"2741",1,12,138,5,-1
"2742",1,25,73,3,-1
"2743",1,11,65,3,-1
"2744",2,21,77,3,-1
"2745",2,2,143,5,-1
"2746",2,19,126,5,-1
"2747",1,22,140,5,-1
"2748",2,14,111,4,-1
"2749",1,19,66,3,-1
"2750",1,27,131,5,-1
"2751",2,17,146,5,-1
"2752",2,5,15,1,-1
"2753",1,17,54,2,-1
"2754",1,10,116,4,-1
"2755",2,26,35,2,-1
"2756",1,2,84,3,-1
"2757",1,25,124,5,-1
